game_label,competition_key,competition_value,adversary_model,adversary_elo,run_count,adversary_utility_mean,adversary_utility_std,baseline_mean_utility_mean,baseline_mean_utility_std,mean_utility,consensus_rate
game1,comp=0.00,0.0,amazon-nova-micro-v1.0,1240.0,17,78.03200000000001,39.15909546963514,89.46357889822596,16.610766032740578,85.72024509803921,1.0
game1,comp=0.00,0.0,gpt-4o-mini-2024-07-18,1317.0,20,90.5989,25.27223946067888,92.36880158730159,13.015099938477144,91.52353333333333,1.0
game1,comp=0.00,0.0,claude-sonnet-4-20250514,1389.0,14,100.0,0.0,97.55102040816327,6.325264470456198,97.91666666666666,1.0
game1,comp=0.00,0.0,gemini-2.5-pro,1448.0,20,100.0,0.0,98.95,4.695742752749559,99.475,1.0
game1,comp=0.00,0.0,gpt-5.4-high,1484.0,20,100.0,0.0,100.0,0.0,100.0,1.0
game1,comp=0.25,0.25,amazon-nova-micro-v1.0,1240.0,16,48.0625,31.35276436509759,50.41825396825397,21.989290918353024,50.651041666666664,1.0
game1,comp=0.25,0.25,gpt-4o-mini-2024-07-18,1317.0,20,40.9928,26.05543194119233,44.273177777777775,26.276592896118874,42.690979166666665,1.0
game1,comp=0.25,0.25,claude-sonnet-4-20250514,1389.0,13,65.16153846153847,22.22418121707143,58.69230769230769,19.294319610464868,60.233717948717945,1.0
game1,comp=0.25,0.25,gemini-2.5-pro,1448.0,20,65.25,14.610288372095518,57.432380952380946,16.885491476802667,57.97416666666667,1.0
game1,comp=0.25,0.25,gpt-5.4-high,1484.0,9,75.56666666666666,11.711746240420341,70.20934744268078,15.962169831737834,70.75833333333334,1.0
game1,comp=0.50,0.5,amazon-nova-micro-v1.0,1240.0,19,32.68052631578947,23.77212617838244,37.193517126148706,18.838013404568937,36.58372807017544,1.0
game1,comp=0.50,0.5,gpt-4o-mini-2024-07-18,1317.0,20,27.177315,25.8866649630812,31.367171507936508,19.26461099709425,30.903717916666665,0.95
game1,comp=0.50,0.5,claude-sonnet-4-20250514,1389.0,12,50.00833333333333,21.35438887541445,46.480158730158735,18.388535303426792,46.65555555555556,1.0
game1,comp=0.50,0.5,gemini-2.5-pro,1448.0,20,49.9,15.255370063996269,41.73444444444444,16.774129749801126,43.17041666666667,1.0
game1,comp=0.50,0.5,gpt-5.4-high,1484.0,5,74.28,13.479317490140224,66.97999999999999,7.949968553396923,70.28,1.0
game1,comp=0.75,0.75,amazon-nova-micro-v1.0,1240.0,17,23.96470588235294,25.498944614838244,29.924463118580764,16.79894456893846,29.46078431372549,1.0
game1,comp=0.75,0.75,gpt-4o-mini-2024-07-18,1317.0,19,24.010157894736842,21.426969802520578,27.938021888053466,20.374820283630893,26.73734298245614,1.0
game1,comp=0.75,0.75,claude-sonnet-4-20250514,1389.0,12,43.29750000000001,19.575003599210163,34.57416666666666,18.785884563639367,36.758541666666666,1.0
game1,comp=0.75,0.75,gemini-2.5-pro,1448.0,20,36.88355,22.027463897012982,29.155944444444447,16.21586391802102,31.171529166666666,1.0
game1,comp=0.75,0.75,gpt-5.4-high,1484.0,5,56.58,16.654789101036375,54.239999999999995,20.566672069151096,54.660000000000004,1.0
game1,comp=1.00,1.0,amazon-nova-micro-v1.0,1240.0,16,23.913625,20.334544062997825,23.056771825396826,15.8553000475375,23.4578125,1.0
game1,comp=1.00,1.0,gpt-4o-mini-2024-07-18,1317.0,17,18.31366811417647,20.601929988195018,16.129594727746966,9.103123259997195,17.043787350000002,0.9411764705882353
game1,comp=1.00,1.0,claude-sonnet-4-20250514,1389.0,17,23.889769072352944,16.661886205350758,17.99977154454715,10.250299705953212,19.51395241862745,1.0
game1,comp=1.00,1.0,gemini-2.5-pro,1448.0,20,24.90075,17.298965380912236,20.61928968253968,15.030621266532899,21.46375,1.0
game1,comp=1.00,1.0,gpt-5.4-high,1484.0,8,36.698253125,16.445208598286296,28.784441914682542,18.75587133922807,29.467339583333334,1.0
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,amazon-nova-micro-v1.0,1240.0,4,78.13050000000001,16.137935049648288,68.01636111111111,5.028770956027852,69.02777499999999,1.0
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,gpt-4o-mini-2024-07-18,1317.0,4,70.206,17.673326172512063,64.25494444444445,0.974414740456937,64.85005000000001,1.0
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,claude-sonnet-4-20250514,1389.0,4,85.1225,12.761092886844242,70.4961111111111,2.849303503081915,71.95875000000001,1.0
game2,"rho=-0.106, theta=0.20",-0.02123159024480273,gemini-2.5-pro,1448.0,4,81.114575,11.486825058409314,59.32904722222223,7.639396078776503,61.5076,1.0
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,amazon-nova-micro-v1.0,1240.0,4,63.0944125,5.5153413506290185,65.37091583333334,9.515545940868584,65.14326550000001,1.0
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,gpt-4o-mini-2024-07-18,1317.0,4,69.716125,6.108898296406093,64.37322222222222,6.113582182557177,64.9075125,1.0
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,claude-sonnet-4-20250514,1389.0,4,82.78625,7.33920678615884,70.93405555555556,5.110589903779119,72.119275,1.0
game2,"rho=-0.106, theta=0.80",-0.08492636097921091,gemini-2.5-pro,1448.0,4,71.063,13.408275777792362,64.70275000000001,7.594541204712917,65.338775,1.0
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,amazon-nova-micro-v1.0,1240.0,4,72.3645,10.130651887547355,69.66775,3.1944991588432736,70.00484375,1.0
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,gpt-4o-mini-2024-07-18,1317.0,4,69.57275,24.332133697027068,67.19985714285714,6.28804129329017,67.49646875,1.0
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,claude-sonnet-4-20250514,1389.0,4,66.937,16.814710999597946,66.30528571428572,7.247485131733202,66.38425,1.0
game2,"rho=-0.137, theta=0.20",-0.02730695838768222,gemini-2.5-pro,1448.0,4,80.294325,7.739933300046364,63.97813214285714,8.092860647865209,66.01765625000002,1.0
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,amazon-nova-micro-v1.0,1240.0,4,71.215,8.275024672672178,73.7625,2.5083434582931248,73.4440625,1.0
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,gpt-4o-mini-2024-07-18,1317.0,4,69.96549999999999,5.840118805869164,70.56075,2.500864300596899,70.48634375,1.0
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,claude-sonnet-4-20250514,1389.0,4,81.18275,9.928575640543825,67.76535714285714,3.075925249881264,69.44253125,1.0
game2,"rho=-0.137, theta=0.80",-0.10922783355072888,gemini-2.5-pro,1448.0,4,83.175,9.438737556827544,71.785,4.484544812672827,73.20875000000001,1.0
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,amazon-nova-micro-v1.0,1240.0,4,60.74050000000001,10.508916896299707,68.85375,6.505065327624828,67.50154166666667,1.0
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,gpt-4o-mini-2024-07-18,1317.0,4,74.93775000000001,14.498991237898817,76.33835,6.349849275639015,76.10491666666667,1.0
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,claude-sonnet-4-20250514,1389.0,4,71.95,13.339772611755174,68.98740000000001,2.089320616851325,69.48116666666667,1.0
game2,"rho=-0.191, theta=0.20",-0.03826113651511191,gemini-2.5-pro,1448.0,4,77.73825000000001,14.717012567660152,73.67415,10.978792773190806,74.3515,1.0
game2,"rho=-0.191, theta=0.80",-0.15304454606044765,amazon-nova-micro-v1.0,1240.0,4,61.49250000000001,4.6850213446685585,75.28450000000001,2.6316491027490674,72.98583333333333,1.0
game2,"rho=-0.191, theta=0.80",-0.15304454606044765,gpt-4o-mini-2024-07-18,1317.0,4,65.075,7.6273826878338005,76.58255,4.7755457778840995,74.664625,1.0
game2,"rho=-0.191, theta=0.80",-0.15304454606044765,claude-sonnet-4-20250514,1389.0,4,77.34725,3.6717214287034436,66.29395,2.5656993452078556,68.13616666666667,1.0
game2,"rho=-0.191, theta=0.80",-0.15304454606044765,gemini-2.5-pro,1448.0,4,75.76975000000002,10.057468878897916,70.38635000000001,1.7277611592269644,71.28358333333334,1.0
game2,"rho=-0.320, theta=0.20",-0.06396045484573641,amazon-nova-micro-v1.0,1240.0,4,69.64750000000001,27.76659068617055,77.77025,7.65601338757586,75.7395625,1.0
game2,"rho=-0.320, theta=0.20",-0.06396045484573641,gpt-4o-mini-2024-07-18,1317.0,4,49.923249999999996,26.07592495483142,75.49966666666666,1.770172684608296,69.1055625,1.0
game2,"rho=-0.320, theta=0.20",-0.06396045484573641,claude-sonnet-4-20250514,1389.0,4,97.27000000000001,1.6817649459223805,80.15166666666667,6.158954637129763,84.43125,1.0
game2,"rho=-0.320, theta=0.20",-0.06396045484573641,gemini-2.5-pro,1448.0,4,83.5764,12.268151291317961,68.86438333333334,8.434145987788767,72.5423875,1.0
game2,"rho=-0.320, theta=0.20",-0.06396045484573641,gpt-5.4-high,1484.0,1,83.04,,79.47999999999999,,80.37,1.0
game2,"rho=-0.320, theta=0.80",-0.25584181938294565,amazon-nova-micro-v1.0,1240.0,4,70.5375,11.34032149750026,73.08583333333334,1.86264522178063,72.44875,1.0
game2,"rho=-0.320, theta=0.80",-0.25584181938294565,gpt-4o-mini-2024-07-18,1317.0,4,71.355,5.686442942062588,74.9875,3.0012137976590783,74.079375,1.0
game2,"rho=-0.320, theta=0.80",-0.25584181938294565,claude-sonnet-4-20250514,1389.0,4,75.709175,14.121560442192642,69.85478333333333,6.342061484775015,71.31838125,1.0
game2,"rho=-0.320, theta=0.80",-0.25584181938294565,gemini-2.5-pro,1448.0,4,80.57,9.790886919307498,75.72416666666666,0.5495477938976536,76.935625,1.0
game2,"rho=-1.000, theta=0.20",-0.2,amazon-nova-micro-v1.0,1240.0,4,61.251749999999994,18.84752376971574,81.34375,26.586894445384186,71.29775,1.0
game2,"rho=-1.000, theta=0.20",-0.2,gpt-4o-mini-2024-07-18,1317.0,4,68.17,24.78850809010767,88.555,16.58981715792352,78.3625,1.0
game2,"rho=-1.000, theta=0.20",-0.2,claude-sonnet-4-20250514,1389.0,4,76.626918,9.955915514853265,65.55269475,26.98472324639832,71.089806375,1.0
game2,"rho=-1.000, theta=0.20",-0.2,gemini-2.5-pro,1448.0,4,85.443,7.386914285861625,79.4995,20.230946616508085,82.47125,1.0
game2,"rho=-1.000, theta=0.20",-0.2,gpt-5.4-high,1484.0,4,84.571,11.717786082134575,84.78175,9.286129741896426,84.67637500000001,1.0
game2,"rho=-1.000, theta=0.80",-0.8,amazon-nova-micro-v1.0,1240.0,4,61.297375,14.688777038808688,85.49585,9.352093075349499,73.3966125,1.0
game2,"rho=-1.000, theta=0.80",-0.8,gpt-4o-mini-2024-07-18,1317.0,4,55.266,16.146293196891968,76.847,13.429874881521927,66.0565,1.0
game2,"rho=-1.000, theta=0.80",-0.8,claude-sonnet-4-20250514,1389.0,4,74.77000000000001,2.8857761520949503,66.72225,13.061433698105269,70.746125,1.0
game2,"rho=-1.000, theta=0.80",-0.8,gemini-2.5-pro,1448.0,4,58.53400853,21.42583099192907,61.92793300500001,19.394945986172015,60.230970767500004,1.0
game2,"rho=-1.000, theta=0.80",-0.8,gpt-5.4-high,1484.0,1,81.23,,52.7,,66.965,1.0
game2,"rho=0.900, theta=0.20",0.18000000000000002,amazon-nova-micro-v1.0,1240.0,19,93.93957894736843,4.108744473217923,92.77618011695907,3.491592487754964,92.8630350877193,1.0
game2,"rho=0.900, theta=0.20",0.18000000000000002,gpt-4o-mini-2024-07-18,1317.0,20,93.14775,5.288890719184291,90.94325396825397,4.545265126594636,91.27821458333334,1.0
game2,"rho=0.900, theta=0.20",0.18000000000000002,claude-sonnet-4-20250514,1389.0,20,93.63405,5.628220439282547,89.46673095238096,4.9053931901842835,90.50305208333333,1.0
game2,"rho=0.900, theta=0.20",0.18000000000000002,gemini-2.5-pro,1448.0,20,95.37218,4.95547474974582,91.32973706349206,4.501532234294344,92.20080416666667,1.0
game2,"rho=0.900, theta=0.20",0.18000000000000002,gpt-5.4-high,1484.0,6,97.16666666666667,3.514232016624205,81.74722222222222,29.572247907392775,88.95020833333332,1.0
game2,"rho=0.900, theta=0.80",0.7200000000000001,amazon-nova-micro-v1.0,1240.0,19,88.1804,6.615620439199602,90.83343316624895,4.877659624052961,90.12159912280703,1.0
game2,"rho=0.900, theta=0.80",0.7200000000000001,gpt-4o-mini-2024-07-18,1317.0,20,91.328,4.105834218715963,92.47718571428571,3.222957918281117,92.10417291666667,1.0
game2,"rho=0.900, theta=0.80",0.7200000000000001,claude-sonnet-4-20250514,1389.0,20,90.00080095,9.976830719274545,88.32501909444446,8.99602942335599,88.75403363333334,1.0
game2,"rho=0.900, theta=0.80",0.7200000000000001,gemini-2.5-pro,1448.0,20,92.63085000000001,3.9744131281433117,91.76550634920635,2.488781850810608,91.95754583333334,1.0
game2,"rho=0.900, theta=0.80",0.7200000000000001,gpt-5.4-high,1484.0,6,92.53216666666667,5.442151538377684,86.29788888888889,4.747761150346634,88.18736111111112,1.0
game3,"sigma=0.20, alpha=0.20",0.04000000000000001,amazon-nova-micro-v1.0,1240.0,16,10.02319375,14.371192205727343,8.115629960317461,11.810135350114088,8.7130640625,0.875
game3,"sigma=0.20, alpha=0.20",0.04000000000000001,gpt-4o-mini-2024-07-18,1317.0,19,10.652194736842105,11.41925275666172,3.9787862155388476,5.022937797685507,4.901492982456141,0.8421052631578947
game3,"sigma=0.20, alpha=0.20",0.04000000000000001,claude-sonnet-4-20250514,1389.0,18,7.767333888888889,8.944829525391711,6.38625597883598,5.570951296878807,6.818808657407407,0.7777777777777778
game3,"sigma=0.20, alpha=0.20",0.04000000000000001,gemini-2.5-pro,1448.0,19,7.909290947368421,10.923601768704586,3.3800433567251464,6.435675472504725,4.067741421052632,0.6842105263157895
game3,"sigma=0.20, alpha=0.20",0.04000000000000001,gpt-5.4-high,1484.0,4,16.12,17.171418112666174,7.1275,8.898372042120963,8.42375,1.0
game3,"sigma=0.20, alpha=0.80",0.16000000000000003,amazon-nova-micro-v1.0,1240.0,15,25.476266666666668,9.314924732973012,17.888252910052913,13.824588965817497,19.107966666666666,1.0
game3,"sigma=0.20, alpha=0.80",0.16000000000000003,gpt-4o-mini-2024-07-18,1317.0,15,17.896666666666665,12.30980774287993,16.101767195767195,12.544006375280695,16.252083333333335,0.8666666666666667
game3,"sigma=0.20, alpha=0.80",0.16000000000000003,claude-sonnet-4-20250514,1389.0,17,9.900679070588236,12.658367597647482,9.115508967002802,11.011418609163465,9.483856061764707,0.6470588235294118
game3,"sigma=0.20, alpha=0.80",0.16000000000000003,gemini-2.5-pro,1448.0,20,13.776249000000002,14.178568574400146,11.716195857142857,12.440404492582918,12.277755166666667,0.75
game3,"sigma=0.20, alpha=0.80",0.16000000000000003,gpt-5.4-high,1484.0,6,29.983333333333334,11.627625151623468,29.21111111111111,11.185023054993705,29.61388888888889,1.0
game3,"sigma=0.50, alpha=0.20",0.1,amazon-nova-micro-v1.0,1240.0,16,12.9,20.415582284127975,14.410416666666666,13.837492445686443,14.864010416666666,1.0
game3,"sigma=0.50, alpha=0.20",0.1,gpt-4o-mini-2024-07-18,1317.0,19,14.775210526315789,20.470576940734954,17.372349206349206,14.33615449354838,16.710265350877194,1.0
game3,"sigma=0.50, alpha=0.20",0.1,claude-sonnet-4-20250514,1389.0,20,27.334617209999998,22.743391563276145,11.610922861507936,11.03845057481102,15.299399400833334,0.9
game3,"sigma=0.50, alpha=0.20",0.1,gemini-2.5-pro,1448.0,18,29.296401833333334,17.23066623232115,7.982787499118166,12.798572261580212,12.53914264351852,0.8888888888888888
game3,"sigma=0.50, alpha=0.20",0.1,gpt-5.4-high,1484.0,4,41.04325,11.063291353992868,27.028750000000002,18.64369347125188,34.036,1.0
game3,"sigma=0.50, alpha=0.80",0.4,amazon-nova-micro-v1.0,1240.0,18,21.675555555555558,15.084200625049112,14.648201058201058,12.634343922318559,15.51072222222222,1.0
game3,"sigma=0.50, alpha=0.80",0.4,gpt-4o-mini-2024-07-18,1317.0,17,21.028111849411765,9.707173115087366,18.071622758711484,10.62646174503692,18.198403718627453,1.0
game3,"sigma=0.50, alpha=0.80",0.4,claude-sonnet-4-20250514,1389.0,20,21.23685,17.739629780967515,15.690121428571427,18.570166038327365,16.463541666666664,1.0
game3,"sigma=0.50, alpha=0.80",0.4,gemini-2.5-pro,1448.0,20,17.588640163,16.970605452536088,10.761180086520636,15.83161937644904,12.022338352125,0.95
game3,"sigma=0.50, alpha=0.80",0.4,gpt-5.4-high,1484.0,6,33.984166666666674,15.235199511876,27.581785714285715,9.932357898221717,31.27333333333333,1.0
