competition_value,competition_curve_label,adversary_model,adversary_short,adversary_elo,num_runs,avg_baseline_utility,std_baseline_utility
0.0,competition=0,llama-3.2-1b-instruct,Llama 3.2 1B,1110,4,69.895775,23.628942814943603
0.0,competition=0,phi-3-mini-128k-instruct,phi-3-mini-128k-instruct,1128,3,96.66666666666667,4.714045207910316
0.0,competition=0,qwq-32b-preview,qwq-32b-preview,1156,4,97.5,4.330127018922194
0.0,competition=0,llama-3.2-3b-instruct,Llama 3.2 3B,1166,4,89.25,14.376630342329875
0.0,competition=0,llama-3.1-8b-instruct,Llama 3.1 8B,1211,4,91.4025,14.891306818073424
0.0,competition=0,amazon-nova-micro-v1.0,Nova Micro,1240,4,100.0,0.0
0.0,competition=0,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,95.25,8.227241335952167
0.0,competition=0,command-r-plus-08-2024,Command R+,1276,4,96.0,6.928203230275509
0.0,competition=0,amazon-nova-pro-v1.0,Nova Pro,1290,4,82.8541256,22.13227663892095
0.0,competition=0,qwen2.5-72b-instruct,Qwen2.5 72B,1302,4,100.0,0.0
0.0,competition=0,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,3,100.0,0.0
0.0,competition=0,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,100.0,0.0
0.0,competition=0,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,4,75.637105,24.85637574834825
0.0,competition=0,qwq-32b,QwQ-32B,1336,4,100.0,0.0
0.0,competition=0,gpt-4o-2024-05-13,GPT-4o,1345,4,97.5,4.330127018922194
0.0,competition=0,deepseek-v3,DeepSeek V3,1358,4,96.5,6.06217782649107
0.0,competition=0,o3-mini-high,o3-mini-high,1363,4,94.75,5.261891294962297
0.0,competition=0,gemma-3-27b-it,Gemma 3 27B,1365,3,96.66666666666667,4.714045207910316
0.0,competition=0,claude-sonnet-4-20250514,Sonnet 4,1389,4,92.25,8.671072598012312
0.0,competition=0,deepseek-r1,DeepSeek R1,1398,4,98.0,3.4641016151377544
0.0,competition=0,claude-haiku-4-5-20251001,Haiku 4.5,1407,4,100.0,0.0
0.0,competition=0,deepseek-r1-0528,DeepSeek R1-0528,1422,4,100.0,0.0
0.0,competition=0,qwen3-max-preview,Qwen3 Max,1435,4,100.0,0.0
0.0,competition=0,gemini-2.5-pro,Gemini 2.5 Pro,1448,4,100.0,0.0
0.0,competition=0,claude-opus-4-5-20251101,Opus 4.5,1468,4,97.5,4.330127018922194
0.0,competition=0,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,4,100.0,0.0
0.0,competition=0,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,4,100.0,0.0
0.0,competition=0,gpt-5.4-high,GPT-5.4 High,1484,4,97.5,4.330127018922194
0.0,competition=0,gemini-3-pro,Gemini 3 Pro,1486,4,100.0,0.0
0.0,competition=0,claude-opus-4-6,Opus 4.6,1499,4,100.0,0.0
0.0,competition=0,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,4,100.0,0.0
0.25,competition=0.25,llama-3.2-1b-instruct,Llama 3.2 1B,1110,4,47.6988267,26.216249247954725
0.25,competition=0.25,phi-3-mini-128k-instruct,phi-3-mini-128k-instruct,1128,4,42.875800000000005,12.386371434766517
0.25,competition=0.25,qwq-32b-preview,qwq-32b-preview,1156,4,80.475,12.250586720643222
0.25,competition=0.25,llama-3.2-3b-instruct,Llama 3.2 3B,1166,4,71.75,17.82379028153103
0.25,competition=0.25,llama-3.1-8b-instruct,Llama 3.1 8B,1211,4,76.425,14.485919887946364
0.25,competition=0.25,amazon-nova-micro-v1.0,Nova Micro,1240,4,60.5579625,13.942844229360762
0.25,competition=0.25,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,78.075,12.622078869980173
0.25,competition=0.25,command-r-plus-08-2024,Command R+,1276,4,73.845,9.871629804647252
0.25,competition=0.25,amazon-nova-pro-v1.0,Nova Pro,1290,3,87.03333333333335,8.497189077702236
0.25,competition=0.25,qwen2.5-72b-instruct,Qwen2.5 72B,1302,4,87.925,4.595310109230931
0.25,competition=0.25,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,4,77.875,14.064027694796396
0.25,competition=0.25,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,80.5,9.810708435174291
0.25,competition=0.25,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,4,80.275,10.783175552683913
0.25,competition=0.25,qwq-32b,QwQ-32B,1336,4,82.5,4.5
0.25,competition=0.25,gpt-4o-2024-05-13,GPT-4o,1345,4,72.6,7.718808198161165
0.25,competition=0.25,deepseek-v3,DeepSeek V3,1358,4,85.25,3.6996621467371855
0.25,competition=0.25,o3-mini-high,o3-mini-high,1363,4,80.33475,9.475952336704735
0.25,competition=0.25,gemma-3-27b-it,Gemma 3 27B,1365,4,78.825,19.54819365056526
0.25,competition=0.25,claude-sonnet-4-20250514,Sonnet 4,1389,4,75.6625,5.92741248353782
0.25,competition=0.25,deepseek-r1,DeepSeek R1,1398,4,69.55,6.197378478034079
0.25,competition=0.25,claude-haiku-4-5-20251001,Haiku 4.5,1407,4,73.295,6.424256766350483
0.25,competition=0.25,deepseek-r1-0528,DeepSeek R1-0528,1422,4,75.775,3.0662477068886687
0.25,competition=0.25,qwen3-max-preview,Qwen3 Max,1435,4,84.75,6.53356717268599
0.25,competition=0.25,gemini-2.5-pro,Gemini 2.5 Pro,1448,4,66.9574225,11.407163693509386
0.25,competition=0.25,claude-opus-4-5-20251101,Opus 4.5,1468,4,73.05,11.171727708819258
0.25,competition=0.25,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,4,70.4875,7.217199508812265
0.25,competition=0.25,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,4,86.175,8.279002053387837
0.25,competition=0.25,gpt-5.4-high,GPT-5.4 High,1484,4,87.5,8.04673846971554
0.25,competition=0.25,gemini-3-pro,Gemini 3 Pro,1486,4,78.65,5.382146411981007
0.25,competition=0.25,claude-opus-4-6,Opus 4.6,1499,4,72.325,3.9008813106783964
0.25,competition=0.25,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,4,71.25,6.94172168845741
0.5,competition=0.5,llama-3.2-1b-instruct,Llama 3.2 1B,1110,4,55.423825,6.212854649183015
0.5,competition=0.5,phi-3-mini-128k-instruct,phi-3-mini-128k-instruct,1128,2,64.141,21.858999999999998
0.5,competition=0.5,qwq-32b-preview,qwq-32b-preview,1156,4,72.35,12.168298977260545
0.5,competition=0.5,llama-3.2-3b-instruct,Llama 3.2 3B,1166,4,58.95,18.319593336097828
0.5,competition=0.5,llama-3.1-8b-instruct,Llama 3.1 8B,1211,4,66.21000000000001,9.07371478502603
0.5,competition=0.5,amazon-nova-micro-v1.0,Nova Micro,1240,4,72.625,14.888649199977815
0.5,competition=0.5,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,68.325,6.29816441512922
0.5,competition=0.5,command-r-plus-08-2024,Command R+,1276,4,61.934250000000006,18.578550379066176
0.5,competition=0.5,amazon-nova-pro-v1.0,Nova Pro,1290,4,76.175,11.622903036677195
0.5,competition=0.5,qwen2.5-72b-instruct,Qwen2.5 72B,1302,4,66.45,9.607679220290402
0.5,competition=0.5,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,4,65.622,12.708290679709838
0.5,competition=0.5,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,76.25,9.54921462739214
0.5,competition=0.5,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,4,70.25,9.756408150543928
0.5,competition=0.5,qwq-32b,QwQ-32B,1336,4,69.75,6.609652033201143
0.5,competition=0.5,gpt-4o-2024-05-13,GPT-4o,1345,4,71.05,13.161591849012794
0.5,competition=0.5,deepseek-v3,DeepSeek V3,1358,4,79.95,8.252726822087352
0.5,competition=0.5,o3-mini-high,o3-mini-high,1363,4,59.295,10.150422405003647
0.5,competition=0.5,gemma-3-27b-it,Gemma 3 27B,1365,3,70.1521,13.310862812755603
0.5,competition=0.5,claude-sonnet-4-20250514,Sonnet 4,1389,4,69.4,9.234717104492155
0.5,competition=0.5,deepseek-r1,DeepSeek R1,1398,4,58.884750000000004,3.6572315605523236
0.5,competition=0.5,claude-haiku-4-5-20251001,Haiku 4.5,1407,4,71.1425,7.018469829670851
0.5,competition=0.5,deepseek-r1-0528,DeepSeek R1-0528,1422,4,58.55,1.627114009527296
0.5,competition=0.5,qwen3-max-preview,Qwen3 Max,1435,4,67.25,9.522998477370455
0.5,competition=0.5,gemini-2.5-pro,Gemini 2.5 Pro,1448,4,64.3225,7.570866446451158
0.5,competition=0.5,claude-opus-4-5-20251101,Opus 4.5,1468,4,64.5,2.692582403567252
0.5,competition=0.5,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,4,64.745,11.88970458001375
0.5,competition=0.5,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,4,65.32,4.472940867035915
0.5,competition=0.5,gpt-5.4-high,GPT-5.4 High,1484,4,67.375,12.466830992678132
0.5,competition=0.5,gemini-3-pro,Gemini 3 Pro,1486,4,60.3,5.989156868875617
0.5,competition=0.5,claude-opus-4-6,Opus 4.6,1499,4,70.5,9.937303457175895
0.5,competition=0.5,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,4,54.0675,6.965175428515781
0.75,competition=0.75,llama-3.2-1b-instruct,Llama 3.2 1B,1110,3,53.0,2.943920288775949
0.75,competition=0.75,phi-3-mini-128k-instruct,phi-3-mini-128k-instruct,1128,2,47.69092500000001,9.309074999999996
0.75,competition=0.75,qwq-32b-preview,qwq-32b-preview,1156,4,61.25,9.093266739736606
0.75,competition=0.75,llama-3.2-3b-instruct,Llama 3.2 3B,1166,4,52.1,1.7691806012954134
0.75,competition=0.75,llama-3.1-8b-instruct,Llama 3.1 8B,1211,4,59.366200000000006,12.691237816698573
0.75,competition=0.75,amazon-nova-micro-v1.0,Nova Micro,1240,4,55.645775,8.218517266020374
0.75,competition=0.75,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,54.75,9.781998773256925
0.75,competition=0.75,command-r-plus-08-2024,Command R+,1276,4,47.855840125,17.486990242282406
0.75,competition=0.75,amazon-nova-pro-v1.0,Nova Pro,1290,4,71.28800000000001,9.881337561281871
0.75,competition=0.75,qwen2.5-72b-instruct,Qwen2.5 72B,1302,4,65.775,3.3093617209365345
0.75,competition=0.75,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,4,43.2816577425,11.168737301082006
0.75,competition=0.75,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,53.855000000000004,9.673937926201509
0.75,competition=0.75,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,2,64.5,0.5
0.75,competition=0.75,qwq-32b,QwQ-32B,1336,4,64.24325,10.88823753816475
0.75,competition=0.75,gpt-4o-2024-05-13,GPT-4o,1345,4,53.975,11.063538086887034
0.75,competition=0.75,deepseek-v3,DeepSeek V3,1358,4,57.65,8.27450904888018
0.75,competition=0.75,o3-mini-high,o3-mini-high,1363,4,58.475,3.4607621992850066
0.75,competition=0.75,gemma-3-27b-it,Gemma 3 27B,1365,4,51.8373355,13.800196839852712
0.75,competition=0.75,claude-sonnet-4-20250514,Sonnet 4,1389,4,53.725,12.66992008656724
0.75,competition=0.75,deepseek-r1,DeepSeek R1,1398,4,57.0,8.514693182963201
0.75,competition=0.75,claude-haiku-4-5-20251001,Haiku 4.5,1407,4,63.0,7.176350047203662
0.75,competition=0.75,deepseek-r1-0528,DeepSeek R1-0528,1422,4,64.0,9.565563234854496
0.75,competition=0.75,qwen3-max-preview,Qwen3 Max,1435,4,47.98785,4.214957042189161
0.75,competition=0.75,gemini-2.5-pro,Gemini 2.5 Pro,1448,4,56.975,11.137857738362436
0.75,competition=0.75,claude-opus-4-5-20251101,Opus 4.5,1468,4,55.75,6.299801584177076
0.75,competition=0.75,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,4,61.5,4.387482193696061
0.75,competition=0.75,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,4,56.0,1.8708286933869707
0.75,competition=0.75,gpt-5.4-high,GPT-5.4 High,1484,4,56.2,6.560868844901564
0.75,competition=0.75,gemini-3-pro,Gemini 3 Pro,1486,4,58.225,10.672950622953334
0.75,competition=0.75,claude-opus-4-6,Opus 4.6,1499,4,51.05,5.0702564037728886
0.75,competition=0.75,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,4,57.025,7.50345753636282
0.9,competition=0.9,llama-3.2-1b-instruct,Llama 3.2 1B,1110,4,49.493085,7.6416855766038285
0.9,competition=0.9,phi-3-mini-128k-instruct,phi-3-mini-128k-instruct,1128,4,56.1,8.10123447383175
0.9,competition=0.9,qwq-32b-preview,qwq-32b-preview,1156,4,54.25,3.418698582794336
0.9,competition=0.9,llama-3.2-3b-instruct,Llama 3.2 3B,1166,2,67.5,5.5
0.9,competition=0.9,llama-3.1-8b-instruct,Llama 3.1 8B,1211,4,48.425,2.744426169529798
0.9,competition=0.9,amazon-nova-micro-v1.0,Nova Micro,1240,4,37.43356980750001,12.026896214292137
0.9,competition=0.9,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,52.2,9.920433458271873
0.9,competition=0.9,command-r-plus-08-2024,Command R+,1276,4,39.318816357,12.833462114148332
0.9,competition=0.9,amazon-nova-pro-v1.0,Nova Pro,1290,4,57.6,8.560373823613078
0.9,competition=0.9,qwen2.5-72b-instruct,Qwen2.5 72B,1302,4,58.175,5.834541541543775
0.9,competition=0.9,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,4,47.492292000000006,14.727678486434716
0.9,competition=0.9,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,49.365,10.590499280015083
0.9,competition=0.9,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,3,53.365,10.58519957298869
0.9,competition=0.9,qwq-32b,QwQ-32B,1336,4,54.5,2.692582403567252
0.9,competition=0.9,gpt-4o-2024-05-13,GPT-4o,1345,4,48.92,10.044013142165834
0.9,competition=0.9,deepseek-v3,DeepSeek V3,1358,4,50.647488679750005,15.71774334852617
0.9,competition=0.9,o3-mini-high,o3-mini-high,1363,3,54.73666666666667,4.071382511574609
0.9,competition=0.9,gemma-3-27b-it,Gemma 3 27B,1365,4,52.185,5.222324673935928
0.9,competition=0.9,claude-sonnet-4-20250514,Sonnet 4,1389,4,47.6425,16.52509965930614
0.9,competition=0.9,deepseek-r1,DeepSeek R1,1398,4,55.75,6.456585785072479
0.9,competition=0.9,claude-haiku-4-5-20251001,Haiku 4.5,1407,4,52.85,5.564845011318823
0.9,competition=0.9,deepseek-r1-0528,DeepSeek R1-0528,1422,4,52.53,8.609454105807172
0.9,competition=0.9,qwen3-max-preview,Qwen3 Max,1435,4,56.6,4.551373419090109
0.9,competition=0.9,gemini-2.5-pro,Gemini 2.5 Pro,1448,4,53.75,5.973901572674261
0.9,competition=0.9,claude-opus-4-5-20251101,Opus 4.5,1468,4,45.06575,6.638257993442253
0.9,competition=0.9,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,4,53.0,4.06201920231798
0.9,competition=0.9,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,4,51.4375,5.866209913564292
0.9,competition=0.9,gpt-5.4-high,GPT-5.4 High,1484,4,52.875,5.103613915648401
0.9,competition=0.9,gemini-3-pro,Gemini 3 Pro,1486,4,53.010000000000005,6.371522580984861
0.9,competition=0.9,claude-opus-4-6,Opus 4.6,1499,4,47.2,5.842944463196617
0.9,competition=0.9,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,4,46.19225,3.9574651214508494
0.95,competition=0.95,llama-3.2-1b-instruct,Llama 3.2 1B,1110,2,45.3391,4.660899999999998
0.95,competition=0.95,phi-3-mini-128k-instruct,phi-3-mini-128k-instruct,1128,4,57.8,7.349829930005185
0.95,competition=0.95,qwq-32b-preview,qwq-32b-preview,1156,4,53.65,5.113951505440778
0.95,competition=0.95,llama-3.2-3b-instruct,Llama 3.2 3B,1166,4,55.0,8.689073598491383
0.95,competition=0.95,llama-3.1-8b-instruct,Llama 3.1 8B,1211,4,59.372,7.8716676759121365
0.95,competition=0.95,amazon-nova-micro-v1.0,Nova Micro,1240,4,50.325,5.4264974891729185
0.95,competition=0.95,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,49.325,11.559276577710216
0.95,competition=0.95,command-r-plus-08-2024,Command R+,1276,4,45.397324625,11.012789710055038
0.95,competition=0.95,amazon-nova-pro-v1.0,Nova Pro,1290,4,51.75,5.402545696243577
0.95,competition=0.95,qwen2.5-72b-instruct,Qwen2.5 72B,1302,4,50.1875,5.3266282721811935
0.95,competition=0.95,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,3,48.56666666666666,11.053305186936418
0.95,competition=0.95,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,41.1668,10.329256348837509
0.95,competition=0.95,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,3,49.77,4.049666652948116
0.95,competition=0.95,qwq-32b,QwQ-32B,1336,4,47.36725,2.2285909646007247
0.95,competition=0.95,gpt-4o-2024-05-13,GPT-4o,1345,4,45.55653675,16.311414377411655
0.95,competition=0.95,deepseek-v3,DeepSeek V3,1358,4,37.07775,4.492534494859221
0.95,competition=0.95,o3-mini-high,o3-mini-high,1363,4,34.762535012250005,11.43079627620739
0.95,competition=0.95,gemma-3-27b-it,Gemma 3 27B,1365,4,56.807500000000005,6.444623243448759
0.95,competition=0.95,claude-sonnet-4-20250514,Sonnet 4,1389,4,49.947500000000005,2.5919623357603006
0.95,competition=0.95,deepseek-r1,DeepSeek R1,1398,4,61.9,5.492267291383404
0.95,competition=0.95,claude-haiku-4-5-20251001,Haiku 4.5,1407,4,50.345,10.792917816790785
0.95,competition=0.95,deepseek-r1-0528,DeepSeek R1-0528,1422,4,52.725,4.361980628109209
0.95,competition=0.95,qwen3-max-preview,Qwen3 Max,1435,4,55.75,5.2141634036535525
0.95,competition=0.95,gemini-2.5-pro,Gemini 2.5 Pro,1448,4,49.075,5.519680697286754
0.95,competition=0.95,claude-opus-4-5-20251101,Opus 4.5,1468,4,53.2,9.8091793744431
0.95,competition=0.95,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,4,50.25,6.139014578904337
0.95,competition=0.95,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,4,47.275,2.4549694499117494
0.95,competition=0.95,gpt-5.4-high,GPT-5.4 High,1484,4,49.075,6.121019114493924
0.95,competition=0.95,gemini-3-pro,Gemini 3 Pro,1486,4,46.1025,5.257995697031333
0.95,competition=0.95,claude-opus-4-6,Opus 4.6,1499,4,51.55,5.950420153232878
0.95,competition=0.95,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,4,50.212500000000006,4.185745901270167
1.0,competition=1,llama-3.2-1b-instruct,Llama 3.2 1B,1110,2,67.5,12.5
1.0,competition=1,phi-3-mini-128k-instruct,phi-3-mini-128k-instruct,1128,3,45.395999999999994,6.925549220098
1.0,competition=1,qwq-32b-preview,qwq-32b-preview,1156,4,40.47203172375,18.74379406884127
1.0,competition=1,llama-3.2-3b-instruct,Llama 3.2 3B,1166,3,55.31794257000001,30.15375178750238
1.0,competition=1,llama-3.1-8b-instruct,Llama 3.1 8B,1211,4,73.1175,8.99090755986291
1.0,competition=1,amazon-nova-micro-v1.0,Nova Micro,1240,4,59.096500000000006,24.056187494073118
1.0,competition=1,claude-3-haiku-20240307,Claude 3 Haiku,1260,4,75.25,18.63887067394374
1.0,competition=1,command-r-plus-08-2024,Command R+,1276,4,58.25,2.680951323690902
1.0,competition=1,amazon-nova-pro-v1.0,Nova Pro,1290,4,44.9775,7.752645919297487
1.0,competition=1,qwen2.5-72b-instruct,Qwen2.5 72B,1302,3,59.199999999999996,20.55431828108147
1.0,competition=1,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,4,54.08,10.241445210515945
1.0,competition=1,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,43.2,4.780601426598959
1.0,competition=1,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,4,61.1875,8.99312341458739
1.0,competition=1,qwq-32b,QwQ-32B,1336,4,52.6625,5.4776106789365775
1.0,competition=1,gpt-4o-2024-05-13,GPT-4o,1345,3,34.45633333333334,7.1922467668702526
1.0,competition=1,deepseek-v3,DeepSeek V3,1358,4,52.90087275,20.68115007404273
1.0,competition=1,o3-mini-high,o3-mini-high,1363,3,36.6293,7.808409375794791
1.0,competition=1,gemma-3-27b-it,Gemma 3 27B,1365,4,59.906000000000006,21.999566086629983
1.0,competition=1,claude-sonnet-4-20250514,Sonnet 4,1389,4,47.346615,12.696933916291561
1.0,competition=1,deepseek-r1,DeepSeek R1,1398,4,46.075,2.6658722775106827
1.0,competition=1,claude-haiku-4-5-20251001,Haiku 4.5,1407,4,42.123850000000004,8.326025134630571
1.0,competition=1,deepseek-r1-0528,DeepSeek R1-0528,1422,4,45.8625,5.480120322584166
1.0,competition=1,qwen3-max-preview,Qwen3 Max,1435,4,40.7421,9.295962415479098
1.0,competition=1,gemini-2.5-pro,Gemini 2.5 Pro,1448,4,41.875,9.983830677650738
1.0,competition=1,claude-opus-4-5-20251101,Opus 4.5,1468,4,36.22725,13.517312147298366
1.0,competition=1,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,4,43.75,13.699908758820257
1.0,competition=1,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,4,42.329,6.272337004657832
1.0,competition=1,gpt-5.4-high,GPT-5.4 High,1484,4,43.127775,7.728981294574013
1.0,competition=1,gemini-3-pro,Gemini 3 Pro,1486,4,44.7875,5.128641998619127
1.0,competition=1,claude-opus-4-6,Opus 4.6,1499,4,38.680372750000004,10.202649215660983
1.0,competition=1,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,4,43.6255,9.936093334404623
